variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
group_slope[1],0.4025754959925,0.40170822,0.0663772847012001,0.06440739830700003,0.29551167,0.5133931324999998,1.0061653168507267,985.85576582186,2028.272003233129
group_slope[2],0.186263498559745,0.18631325999999998,0.05882968517883098,0.058596696018000015,0.0894765212,0.280753421,1.0107568243391727,792.9292074665909,1707.4950254699006
group_slope[3],0.448373567475,0.44704865,0.09782757287483006,0.09820418451900004,0.28996343099999994,0.612689439,1.0014662087599724,1985.722829836258,2573.9111860686444
group_slope[4],0.361126225263125,0.35468126,0.14339345639053913,0.142679145189,0.1369525135,0.6147243785,1.0032624813941973,2403.2138806248668,2551.0723074525927
group_slope[5],0.1562284756587425,0.157779055,0.063519000881243,0.062732623695,0.05187797075,0.25907973599999995,1.0086397622936711,899.973268866445,1771.6925689544714
group_slope[6],-0.1887289860867825,-0.188733035,0.058322668809811684,0.058231590942,-0.2870933915,-0.09305767660000006,1.008208378739234,755.6065987511155,1544.0218423199522
group_slope[7],-0.20873089335796,-0.205404225,0.11982561125223465,0.11612669098799999,-0.41301442,-0.01717560700000001,1.0017350629893906,3123.0622998650074,2449.3633016090535
group_slope[8],0.15146753724478,0.15042831,0.06757628172848892,0.06605817703799999,0.040751934950000006,0.2637335579999999,1.0044627679509828,1071.3079691872883,2011.320471345418
group_slope[9],0.1853205249492585,0.186489695,0.07289111779951328,0.07279961854199998,0.06812133375,0.3049836239999999,1.0045361507676178,1216.243654668895,2404.9285343910456
group_slope[10],-0.1227888006028375,-0.12261957500000001,0.058533909948796925,0.05856221222460001,-0.22062292300000003,-0.02793098505000005,1.0095605039275624,760.6156382004735,1359.251319692749
group_slope[11],0.05638086481823133,0.0551936055,0.05963046428299812,0.059844757593599994,-0.040922135,0.15502271149999997,1.0106042590989848,793.2779012830678,1452.823240749337
group_slope[12],-0.1677241129230925,-0.16637940499999998,0.07005108818850726,0.06880521986099998,-0.2876113215,-0.054005572600000024,1.0053027736976339,1112.161158244161,1984.3722409607074
group_slope[13],-0.38963752940225,-0.3869791,0.08991152429398189,0.09201971877000002,-0.5426180030000001,-0.24670702150000015,1.0030261070356181,1728.1929606721844,2624.419128564223
group_slope[14],0.155363994276335,0.15551829,0.06865262232001379,0.068042644551,0.04517336275000001,0.27098355399999996,1.0066157475476056,1125.9883046980249,1828.6390982226665
group_slope[15],-0.1474612964997225,-0.14644668,0.08195719131044164,0.0803350153263,-0.284507611,-0.014078234400000009,1.0037420419207925,1408.9260296987486,2188.3176870812367
group_slope[16],-0.0473851110436375,-0.046512054,0.061756104022706725,0.061605146499329994,-0.1468412955,0.05602969874999995,1.007952000259074,886.3348490474625,1565.7447831054667
group_slope[17],0.03515815452880242,0.035255465,0.06363123399449756,0.06380366920577998,-0.07008509225,0.14015253249999998,1.0073786834772893,877.3224711267495,1899.4690295837286
group_slope[18],-0.401085453675,-0.400142765,0.08030564087551342,0.08267022078000001,-0.5342852075000001,-0.2720095940000001,1.0045832616264576,1333.8955180744872,2052.316163050133
group_slope[19],-0.2390719051881475,-0.2386209,0.07011041915694506,0.070427836605,-0.356791567,-0.12700877900000002,1.005331002523358,1136.188593835647,2279.5206637914594
group_slope[20],-0.1793918381358,-0.1774453,0.0632789478600688,0.06359802472799998,-0.284528814,-0.07664554530000002,1.0080447123882958,820.7715888938548,1909.122247960136
group_slope[21],-0.037994092177425,-0.0370012165,0.06301707718647621,0.06306599268018,-0.1440325775,0.06454505444999999,1.0070385309012622,932.5120280150904,1828.3897440795547
group_slope[22],-0.47927243837,-0.47861228499999997,0.0759707447591614,0.07646595490800001,-0.6040535834999999,-0.356810808,1.0045762468920667,1218.3648703036195,2137.4589758812294
group_slope[23],0.07972354753473425,0.0787650835,0.07932435939864535,0.080618198598,-0.048221982200000006,0.209192115,1.0029676779304966,1476.7135905534628,2562.0598559052055
group_slope[24],-0.10179208734437376,-0.10159257,0.06274484062996448,0.06318535487879999,-0.20655910299999997,6.755184174999882e-4,1.009526649834964,851.1218582324348,1588.2128195806727
group_slope[25],0.2564274365224175,0.25479057,0.10177545352559432,0.10447144606500001,0.0963867532,0.4278914294999999,1.0018187126750036,2149.7740097742117,2491.4069361604666
group_slope[26],-0.078669301487212,-0.07876596699999999,0.062343067760680826,0.06150934229580002,-0.18030630450000001,0.02337982385,1.0082808098482319,863.3483258062777,1469.594717305426
group_slope[27],-0.01604622105276945,-0.01790045,0.08796433333925574,0.0852471026358,-0.16021786249999997,0.1337669,1.0040045020690165,1586.8165653293604,2669.7445635358304
group_slope[28],0.2122943248645675,0.212934055,0.06359961948228193,0.064073857785,0.107443819,0.3140709149999999,1.008368095522465,939.0422923599422,2002.9194520621993
group_slope[29],-0.046597300735642125,-0.0456467545,0.06664016025697267,0.06652672164822598,-0.15851926449999998,0.06039428435,1.0069064304200794,1015.1151521582884,1854.8861918676084
group_slope[30],0.045755087236459,0.045753173,0.065756860211349,0.06544350212337,-0.06084438354999999,0.15625179049999985,1.007249463576232,1026.643353591509,1954.636192250674
month_effect[1],-0.0391935270470408,-0.037443416,0.08394823135539291,0.0806692927005,-0.179613524,0.09602506689999994,1.0008299512860064,5174.767815345577,3056.4382022877876
month_effect[2],0.03050791465443255,0.026951957999999998,0.08272950996766304,0.07979644456769999,-0.1001351985,0.17171815899999995,1.0005133989635493,5554.795894612134,2740.202338474164
month_effect[3],-0.006273127899938325,-0.0058531502499999995,0.08336226627513137,0.080797170657,-0.143435508,0.13162404149999998,0.9997664884133781,6145.77634253621,3279.3122766637425
month_effect[4],-0.115150975379623,-0.111900515,0.08895635284260563,0.0895748654094,-0.26609902799999996,0.022999689899999967,1.0012300913826917,3419.7864671825955,3012.8637378295484
month_effect[5],-0.0065360296833893,-0.00685618925,0.08221165558057825,0.0802130344113,-0.140267782,0.1272454665,1.0008084467445324,5193.26641042449,3126.9692788184784
month_effect[6],-0.1915061524202325,-0.190723835,0.10078802167072151,0.10415000355899998,-0.3595853795,-0.023890930150000003,1.0016925674964012,1995.7593496668121,1294.9233903538743
month_effect[7],-0.0761688378378185,-0.072361231,0.08859380567401022,0.08669093338709999,-0.22822058249999996,0.06249858209999998,0.9998955431891425,5092.415037658771,3039.7440943916217
month_effect[8],-0.02866454433446365,-0.0294386585,0.08470399163314239,0.08256360701399999,-0.169666933,0.1134158745,0.9996280133253053,5893.879141385095,2912.9730322369774
month_effect[9],0.13559678032626357,0.133157075,0.08873613594406006,0.0900568653411,-0.004295973569999999,0.284308601,1.0005125980798844,3208.5368543053974,2657.836315609513
month_effect[10],0.14015895222360925,0.135594645,0.09262076217652519,0.09162056504370002,-0.0018577371199999951,0.3015053754999999,1.0022688225064755,2948.8082790963517,2524.1027152031015
month_effect[11],-0.02839566316692575,-0.027228288,0.08065270429592336,0.0776694280299,-0.16258777000000002,0.10483546949999999,0.9995421222590528,4681.3815426387855,3304.5715229300026
month_effect[12],0.18562521051897726,0.18412336,0.0950980406456759,0.09736283867100001,0.029260980750000005,0.3457655009999999,1.0006158347337817,2338.587463338527,1192.590764428581
rate_ratio_annual_global,1.097788334555,1.09571585,0.051117016851873004,0.04933662846000009,1.01646885,1.187688645,1.0144046439573875,522.2108007018638,864.6902449672983
