ym,crime,occ,vit
2025-07,"PATRIMONIAIS_COM_VIOLENCIA",2323,2415
2025-07,"VIOLENCIA_INTERPESSOAL_DOMESTICA",17193,18319
2025-07,"FRAUDES_E_FE_PUBLICA",10658,10511
2025-07,"ORDEM_PUBLICA_E_OUTROS",4047,3232
2025-07,"CRIMES_SEXUAIS_E_EXPLORACAO",699,683
2025-07,"DROGAS_E_ORGANIZACAO_CRIMINOSA",2136,39
2025-07,"VULNERAVEIS_E_CUIDADO",1355,1098
2025-07,"TRANSITO",5508,3968
2025-07,"ARMAS_E_MUNICOES",509,140
2025-07,"LETAIS_E_VIOLENTOS",115,165
2025-07,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL",564,29
2025-07,"DISCRIMINACAO_E_DIREITOS_HUMANOS",337,352
2025-07,"ADMINISTRACAO_PUBLICA_E_JUSTICA",883,509
2025-08,"VULNERAVEIS_E_CUIDADO",1378,1150
2025-08,"CRIMES_SEXUAIS_E_EXPLORACAO",755,769
2025-08,"PATRIMONIAIS_SEM_VIOLENCIA",12267,9419
2025-08,"ORDEM_PUBLICA_E_OUTROS",4079,3293
2025-08,"FRAUDES_E_FE_PUBLICA",10513,10372
2025-08,"VIOLENCIA_INTERPESSOAL_DOMESTICA",17887,19068
2025-08,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL",615,47
2025-08,"ADMINISTRACAO_PUBLICA_E_JUSTICA",932,506
2025-08,"TRANSITO",5605,3881
2025-08,"PATRIMONIAIS_COM_VIOLENCIA",2358,2520
2025-08,"ARMAS_E_MUNICOES",498,108
2025-08,"DROGAS_E_ORGANIZACAO_CRIMINOSA",2380,27
2025-08,"LETAIS_E_VIOLENTOS",104,132
2025-08,"DISCRIMINACAO_E_DIREITOS_HUMANOS",351,364
2025-09,"DROGAS_E_ORGANIZACAO_CRIMINOSA",2025,35
2025-09,"FRAUDES_E_FE_PUBLICA",11038,10907
2025-09,"PATRIMONIAIS_SEM_VIOLENCIA",12108,9141
2025-09,"VULNERAVEIS_E_CUIDADO",1412,1161
2025-09,"ORDEM_PUBLICA_E_OUTROS",4364,3420
2025-09,"VIOLENCIA_INTERPESSOAL_DOMESTICA",18123,19291
2025-09,"PATRIMONIAIS_COM_VIOLENCIA",2123,2287
2025-09,"TRANSITO",5180,3806
2025-09,"ADMINISTRACAO_PUBLICA_E_JUSTICA",870,552
2025-09,"ARMAS_E_MUNICOES",461,79
2025-09,"LETAIS_E_VIOLENTOS",91,116
2025-09,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL",613,41
2025-09,"DISCRIMINACAO_E_DIREITOS_HUMANOS",396,397
2025-09,"CRIMES_SEXUAIS_E_EXPLORACAO",714,724
2025-10,"PATRIMONIAIS_SEM_VIOLENCIA",12365,9682
2025-10,"VIOLENCIA_INTERPESSOAL_DOMESTICA",18945,20347
2025-10,"CRIMES_SEXUAIS_E_EXPLORACAO",744,766
2025-10,"FRAUDES_E_FE_PUBLICA",11753,11719
2025-10,"ORDEM_PUBLICA_E_OUTROS",4753,3888
2025-10,"VULNERAVEIS_E_CUIDADO",1486,1264
2025-10,"ADMINISTRACAO_PUBLICA_E_JUSTICA",969,607
2025-10,"DROGAS_E_ORGANIZACAO_CRIMINOSA",2126,30
2025-10,"PATRIMONIAIS_COM_VIOLENCIA",2043,2152
2025-10,"TRANSITO",5494,4057
2025-10,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL",597,39
2025-10,"ARMAS_E_MUNICOES",464,95
2025-10,"DISCRIMINACAO_E_DIREITOS_HUMANOS",403,397
2025-10,"LETAIS_E_VIOLENTOS",116,140
2025-11,"FRAUDES_E_FE_PUBLICA",11052,11117
2025-11,"VIOLENCIA_INTERPESSOAL_DOMESTICA",18629,19995
2025-11,"TRANSITO",5408,3949
2025-11,"PATRIMONIAIS_SEM_VIOLENCIA",10876,8497
2025-11,"ORDEM_PUBLICA_E_OUTROS",4241,3505
2025-11,"LETAIS_E_VIOLENTOS",102,117
2025-11,"DROGAS_E_ORGANIZACAO_CRIMINOSA",1722,29
2025-11,"PATRIMONIAIS_COM_VIOLENCIA",1846,1957
2025-11,"ARMAS_E_MUNICOES",435,98
2025-11,"CRIMES_SEXUAIS_E_EXPLORACAO",712,734
2025-11,"ADMINISTRACAO_PUBLICA_E_JUSTICA",843,449
2025-11,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL",465,44
2025-11,"VULNERAVEIS_E_CUIDADO",1228,1066
2025-11,"DISCRIMINACAO_E_DIREITOS_HUMANOS",337,366
2025-12,"CRIMES_SEXUAIS_E_EXPLORACAO",533,565
2025-12,"VIOLENCIA_INTERPESSOAL_DOMESTICA",18374,20050
2025-12,"PATRIMONIAIS_SEM_VIOLENCIA",9614,7627
2025-12,"FRAUDES_E_FE_PUBLICA",9204,9238
2025-12,"ADMINISTRACAO_PUBLICA_E_JUSTICA",821,419
2025-12,"TRANSITO",5012,3714
2025-12,"DROGAS_E_ORGANIZACAO_CRIMINOSA",1743,37
2025-12,"PATRIMONIAIS_COM_VIOLENCIA",1530,1649
2025-12,"ORDEM_PUBLICA_E_OUTROS",3687,2998
2025-12,"ARMAS_E_MUNICOES",475,128
2025-12,"VULNERAVEIS_E_CUIDADO",1098,897
2025-12,"DISCRIMINACAO_E_DIREITOS_HUMANOS",312,330
2025-12,"LETAIS_E_VIOLENTOS",76,91
2025-12,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL",278,20
