ym,crime,sexo,faixa,occ_1_vitima
2023-12,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","0-12",207
2023-12,"VULNERAVEIS_E_CUIDADO","MASCULINO","60+",85
2023-12,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","25-39",1342
2023-12,"FRAUDES_E_FE_PUBLICA","FEMININO","40-59",1739
2023-12,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","40-59",2464
2023-12,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","25-39",2190
2023-12,"LETAIS_E_VIOLENTOS","MASCULINO","25-39",56
2023-12,"ORDEM_PUBLICA_E_OUTROS","FEMININO","25-39",578
2023-12,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","18-24",295
2023-12,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","18-24",202
2023-12,"FRAUDES_E_FE_PUBLICA","FEMININO","25-39",1884
2023-12,"TRANSITO","MASCULINO","25-39",773
2023-12,"FRAUDES_E_FE_PUBLICA","MASCULINO","25-39",1617
2023-12,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","18-24",639
2023-12,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","60+",859
2023-12,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","40-59",403
2023-12,"TRANSITO","MASCULINO","40-59",562
2023-12,"TRANSITO","FEMININO","25-39",381
2023-12,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","40-59",59
2023-12,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","25-39",153
2023-12,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","0-12",51
2023-12,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","60+",1083
2023-12,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","60+",165
2023-12,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","60+",97
2023-12,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","60+",4
2023-12,"ORDEM_PUBLICA_E_OUTROS","FEMININO","40-59",560
2023-12,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","13-17",41
2023-12,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","13-17",14
2023-12,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","60+",230
2023-12,"ORDEM_PUBLICA_E_OUTROS","FEMININO","60+",237
2023-12,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","25-39",369
2023-12,"FRAUDES_E_FE_PUBLICA","MASCULINO","60+",805
2023-12,"TRANSITO","FEMININO","40-59",349
2023-12,"TRANSITO","FEMININO","18-24",170
2023-12,"FRAUDES_E_FE_PUBLICA","FEMININO","60+",775
2023-12,"TRANSITO","MASCULINO","18-24",484
2023-12,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","40-59",291
2023-12,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","13-17",283
2023-12,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","0-12",91
2023-12,"FRAUDES_E_FE_PUBLICA","FEMININO","18-24",505
2023-12,"VULNERAVEIS_E_CUIDADO","MASCULINO","0-12",145
2023-12,"FRAUDES_E_FE_PUBLICA","MASCULINO","18-24",521
2023-12,"VULNERAVEIS_E_CUIDADO","FEMININO","0-12",148
2023-12,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","25-39",527
2023-12,"ORDEM_PUBLICA_E_OUTROS","FEMININO","18-24",181
2023-12,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","0-12",104
2023-12,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","18-24",502
2023-12,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","13-17",5
2023-12,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","13-17",12
2023-12,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","18-24",117
2023-12,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","13-17",42
2023-12,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","0-12",13
2023-12,"TRANSITO","MASCULINO","60+",221
2023-12,"ORDEM_PUBLICA_E_OUTROS","FEMININO","0-12",26
2023-12,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","18-24",14
2023-12,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","18-24",9
2023-12,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","18-24",472
2023-12,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","13-17",177
2023-12,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","18-24",92
2023-12,"VULNERAVEIS_E_CUIDADO","FEMININO","25-39",18
2023-12,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","40-59",65
2023-12,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","25-39",9
2023-12,"VULNERAVEIS_E_CUIDADO","MASCULINO","40-59",16
2023-12,"VULNERAVEIS_E_CUIDADO","FEMININO","13-17",81
2023-12,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","40-59",69
2023-12,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","25-39",37
2023-12,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","25-39",64
2023-12,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","IGNORADO",12
2023-12,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","0-12",5
2023-12,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","60+",11
2023-12,"VULNERAVEIS_E_CUIDADO","MASCULINO","13-17",34
2023-12,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","13-17",23
2023-12,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","60+",18
2023-12,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","0-12",5
2023-12,"FRAUDES_E_FE_PUBLICA","FEMININO","13-17",19
2023-12,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","13-17",9
2023-12,"TRANSITO","FEMININO","60+",141
2023-12,"FRAUDES_E_FE_PUBLICA","MASCULINO","13-17",6
2023-12,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","0-12",2
2023-12,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","40-59",32
2023-12,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","13-17",1
2023-12,"FRAUDES_E_FE_PUBLICA","IGNORADO","25-39",12
2023-12,"ORDEM_PUBLICA_E_OUTROS","FEMININO","13-17",35
2023-12,"ARMAS_E_MUNICOES","FEMININO","40-59",17
2023-12,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","25-39",69
2023-12,"TRANSITO","FEMININO","13-17",38
2023-12,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","60+",16
2023-12,"TRANSITO","MASCULINO","0-12",28
2023-12,"ARMAS_E_MUNICOES","MASCULINO","25-39",25
2023-12,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","13-17",43
2023-12,"TRANSITO","MASCULINO","13-17",50
2023-12,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","18-24",9
2023-12,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","40-59",9
2023-12,"LETAIS_E_VIOLENTOS","FEMININO","25-39",9
2023-12,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","40-59",47
2023-12,"TRANSITO","FEMININO","0-12",28
2023-12,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","18-24",13
2023-12,"VULNERAVEIS_E_CUIDADO","MASCULINO","25-39",6
2023-12,"LETAIS_E_VIOLENTOS","MASCULINO","40-59",34
2023-12,"ARMAS_E_MUNICOES","FEMININO","25-39",14
2023-12,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","60+",19
2023-12,"LETAIS_E_VIOLENTOS","MASCULINO","60+",11
2023-12,"ARMAS_E_MUNICOES","MASCULINO","18-24",11
2023-12,"FRAUDES_E_FE_PUBLICA","FEMININO","IGNORADO",2
2023-12,"VULNERAVEIS_E_CUIDADO","FEMININO","18-24",6
2023-12,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","0-12",1
2023-12,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","18-24",15
2023-12,"LETAIS_E_VIOLENTOS","FEMININO","13-17",2
2023-12,"LETAIS_E_VIOLENTOS","MASCULINO","18-24",29
2023-12,"ARMAS_E_MUNICOES","FEMININO","18-24",5
2023-12,"LETAIS_E_VIOLENTOS","MASCULINO","13-17",3
2023-12,"VULNERAVEIS_E_CUIDADO","FEMININO","40-59",16
2023-12,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","40-59",7
2023-12,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","40-59",5
2023-12,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","IGNORADO",2
2023-12,"FRAUDES_E_FE_PUBLICA","IGNORADO","40-59",6
2023-12,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","IGNORADO",1
2023-12,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","60+",10
2023-12,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","40-59",1
2023-12,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","25-39",4
2023-12,"ARMAS_E_MUNICOES","MASCULINO","40-59",18
2023-12,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","25-39",6
2023-12,"LETAIS_E_VIOLENTOS","FEMININO","18-24",3
2023-12,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","40-59",2
2023-12,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","40-59",3
2023-12,"FRAUDES_E_FE_PUBLICA","IGNORADO","18-24",5
2023-12,"ORDEM_PUBLICA_E_OUTROS","IGNORADO","25-39",1
2023-12,"ARMAS_E_MUNICOES","FEMININO","60+",7
2023-12,"FRAUDES_E_FE_PUBLICA","IGNORADO","60+",2
2023-12,"ORDEM_PUBLICA_E_OUTROS","IGNORADO","18-24",2
2023-12,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","18-24",6
2023-12,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","25-39",3
2023-12,"LETAIS_E_VIOLENTOS","MASCULINO","IGNORADO",1
2023-12,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","25-39",3
2023-12,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","0-12",4
2023-12,"ARMAS_E_MUNICOES","MASCULINO","60+",8
2023-12,"LETAIS_E_VIOLENTOS","MASCULINO","0-12",4
2023-12,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","40-59",2
2023-12,"PATRIMONIAIS_COM_VIOLENCIA","IGNORADO","25-39",2
2023-12,"LETAIS_E_VIOLENTOS","FEMININO","40-59",3
2023-12,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","0-12",2
2023-12,"TRANSITO","IGNORADO","18-24",1
2023-12,"FRAUDES_E_FE_PUBLICA","MASCULINO","IGNORADO",1
2023-12,"ARMAS_E_MUNICOES","MASCULINO","IGNORADO",2
2023-12,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","60+",1
2023-12,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","0-12",2
2023-12,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","25-39",5
2023-12,"ORDEM_PUBLICA_E_OUTROS","IGNORADO","40-59",2
2023-12,"TRANSITO","MASCULINO","IGNORADO",2
2023-12,"ARMAS_E_MUNICOES","MASCULINO","13-17",2
2023-12,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","60+",4
2023-12,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","0-12",3
2023-12,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","18-24",3
2023-12,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","13-17",1
2023-12,"LETAIS_E_VIOLENTOS","FEMININO","60+",1
2023-12,"LETAIS_E_VIOLENTOS","FEMININO","0-12",4
2023-12,"VULNERAVEIS_E_CUIDADO","MASCULINO","18-24",5
2023-12,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","18-24",2
2023-12,"ARMAS_E_MUNICOES","FEMININO","13-17",2
2023-12,"PATRIMONIAIS_COM_VIOLENCIA","IGNORADO","60+",2
2023-12,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","18-24",1
2023-12,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","25-39",1
2023-12,"FRAUDES_E_FE_PUBLICA","FEMININO","0-12",1
2023-12,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","IGNORADO",1
2023-12,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","IGNORADO",1
2023-12,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","13-17",1
2023-12,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","60+",1
2023-12,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","0-12",1
2023-12,"PATRIMONIAIS_COM_VIOLENCIA","IGNORADO","18-24",1
2024-01,"FRAUDES_E_FE_PUBLICA","MASCULINO","18-24",491
2024-01,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","18-24",1553
2024-01,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","0-12",216
2024-01,"VULNERAVEIS_E_CUIDADO","MASCULINO","0-12",115
2024-01,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","40-59",2247
2024-01,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","60+",1478
2024-01,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","13-17",180
