work_idx,term_idx,book_id,book_order,book_canonical,collection_available,first_publication_year,year_centered_decade,work_type,is_novel_int,termo_canonico,categoria,ocorrencias,tokens_exposicao,exposure_10k,taxa_por_10k_tokens
17,9,B017,17,The Stock-Broker's Clerk,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,london,lugar,6,6784,0.6784,8.844
17,10,B017,17,The Stock-Broker's Clerk,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,deduction,tema,1,6784,0.6784,1.474
17,11,B017,17,The Stock-Broker's Clerk,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,evidence,tema,0,6784,0.6784,0.0
17,12,B017,17,The Stock-Broker's Clerk,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,crime,tema,3,6784,0.6784,4.422
18,1,B018,18,"The ""Gloria Scott""",The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,sherlock_holmes,personagem,8,7834,0.7834,10.212
18,2,B018,18,"The ""Gloria Scott""",The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,dr_watson,personagem,7,7834,0.7834,8.935
18,3,B018,18,"The ""Gloria Scott""",The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,professor_moriarty,personagem,0,7834,0.7834,0.0
18,4,B018,18,"The ""Gloria Scott""",The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,mycroft_holmes,personagem,0,7834,0.7834,0.0
18,5,B018,18,"The ""Gloria Scott""",The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,inspector_lestrade,personagem,0,7834,0.7834,0.0
18,6,B018,18,"The ""Gloria Scott""",The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,irene_adler,personagem,0,7834,0.7834,0.0
18,7,B018,18,"The ""Gloria Scott""",The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,mrs_hudson,personagem,0,7834,0.7834,0.0
18,8,B018,18,"The ""Gloria Scott""",The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,baker_street,lugar,0,7834,0.7834,0.0
18,9,B018,18,"The ""Gloria Scott""",The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,london,lugar,6,7834,0.7834,7.659
18,10,B018,18,"The ""Gloria Scott""",The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,deduction,tema,0,7834,0.7834,0.0
18,11,B018,18,"The ""Gloria Scott""",The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,evidence,tema,0,7834,0.7834,0.0
18,12,B018,18,"The ""Gloria Scott""",The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,crime,tema,2,7834,0.7834,2.553
19,1,B019,19,The Musgrave Ritual,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,sherlock_holmes,personagem,5,7590,0.759,6.588
19,2,B019,19,The Musgrave Ritual,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,dr_watson,personagem,13,7590,0.759,17.128
19,3,B019,19,The Musgrave Ritual,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,professor_moriarty,personagem,0,7590,0.759,0.0
19,4,B019,19,The Musgrave Ritual,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,mycroft_holmes,personagem,0,7590,0.759,0.0
19,5,B019,19,The Musgrave Ritual,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,inspector_lestrade,personagem,0,7590,0.759,0.0
19,6,B019,19,The Musgrave Ritual,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,irene_adler,personagem,0,7590,0.759,0.0
19,7,B019,19,The Musgrave Ritual,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,mrs_hudson,personagem,0,7590,0.759,0.0
19,8,B019,19,The Musgrave Ritual,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,baker_street,lugar,0,7590,0.759,0.0
19,9,B019,19,The Musgrave Ritual,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,london,lugar,1,7590,0.759,1.318
19,10,B019,19,The Musgrave Ritual,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,deduction,tema,0,7590,0.759,0.0
19,11,B019,19,The Musgrave Ritual,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,evidence,tema,0,7590,0.759,0.0
19,12,B019,19,The Musgrave Ritual,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,crime,tema,4,7590,0.759,5.27
20,1,B020,20,The Reigate Squires,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,sherlock_holmes,personagem,53,7213,0.7213,73.478
20,2,B020,20,The Reigate Squires,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,dr_watson,personagem,9,7213,0.7213,12.477
20,3,B020,20,The Reigate Squires,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,professor_moriarty,personagem,0,7213,0.7213,0.0
20,4,B020,20,The Reigate Squires,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,mycroft_holmes,personagem,0,7213,0.7213,0.0
20,5,B020,20,The Reigate Squires,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,inspector_lestrade,personagem,0,7213,0.7213,0.0
20,6,B020,20,The Reigate Squires,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,irene_adler,personagem,0,7213,0.7213,0.0
20,7,B020,20,The Reigate Squires,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,mrs_hudson,personagem,0,7213,0.7213,0.0
20,8,B020,20,The Reigate Squires,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,baker_street,lugar,3,7213,0.7213,4.159
20,9,B020,20,The Reigate Squires,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,london,lugar,1,7213,0.7213,1.386
20,10,B020,20,The Reigate Squires,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,deduction,tema,1,7213,0.7213,1.386
20,11,B020,20,The Reigate Squires,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,evidence,tema,0,7213,0.7213,0.0
20,12,B020,20,The Reigate Squires,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,crime,tema,10,7213,0.7213,13.864
21,1,B021,21,The Crooked Man,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,sherlock_holmes,personagem,11,7131,0.7131,15.426
21,2,B021,21,The Crooked Man,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,dr_watson,personagem,15,7131,0.7131,21.035
21,3,B021,21,The Crooked Man,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,professor_moriarty,personagem,0,7131,0.7131,0.0
21,4,B021,21,The Crooked Man,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,mycroft_holmes,personagem,0,7131,0.7131,0.0
21,5,B021,21,The Crooked Man,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,inspector_lestrade,personagem,0,7131,0.7131,0.0
21,6,B021,21,The Crooked Man,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,irene_adler,personagem,0,7131,0.7131,0.0
21,7,B021,21,The Crooked Man,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,mrs_hudson,personagem,0,7131,0.7131,0.0
21,8,B021,21,The Crooked Man,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,baker_street,lugar,1,7131,0.7131,1.402
21,9,B021,21,The Crooked Man,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,london,lugar,0,7131,0.7131,0.0
21,10,B021,21,The Crooked Man,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,deduction,tema,1,7131,0.7131,1.402
21,11,B021,21,The Crooked Man,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,evidence,tema,1,7131,0.7131,1.402
21,12,B021,21,The Crooked Man,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,crime,tema,2,7131,0.7131,2.805
22,1,B022,22,The Resident Patient,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,sherlock_holmes,personagem,39,6615,0.6615,58.957
22,2,B022,22,The Resident Patient,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,dr_watson,personagem,4,6615,0.6615,6.047
22,3,B022,22,The Resident Patient,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,professor_moriarty,personagem,0,6615,0.6615,0.0
22,4,B022,22,The Resident Patient,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,mycroft_holmes,personagem,0,6615,0.6615,0.0
22,5,B022,22,The Resident Patient,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,inspector_lestrade,personagem,0,6615,0.6615,0.0
22,6,B022,22,The Resident Patient,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,irene_adler,personagem,0,6615,0.6615,0.0
22,7,B022,22,The Resident Patient,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,mrs_hudson,personagem,0,6615,0.6615,0.0
22,8,B022,22,The Resident Patient,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,baker_street,lugar,3,6615,0.6615,4.535
22,9,B022,22,The Resident Patient,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,london,lugar,2,6615,0.6615,3.023
22,10,B022,22,The Resident Patient,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,deduction,tema,1,6615,0.6615,1.512
22,11,B022,22,The Resident Patient,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,evidence,tema,3,6615,0.6615,4.535
22,12,B022,22,The Resident Patient,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,crime,tema,1,6615,0.6615,1.512
23,1,B023,23,The Greek Interpreter,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,sherlock_holmes,personagem,29,7017,0.7017,41.328
23,2,B023,23,The Greek Interpreter,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,dr_watson,personagem,3,7017,0.7017,4.275
23,3,B023,23,The Greek Interpreter,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,professor_moriarty,personagem,0,7017,0.7017,0.0
23,4,B023,23,The Greek Interpreter,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,mycroft_holmes,personagem,22,7017,0.7017,31.352
23,5,B023,23,The Greek Interpreter,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,inspector_lestrade,personagem,0,7017,0.7017,0.0
23,6,B023,23,The Greek Interpreter,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,irene_adler,personagem,0,7017,0.7017,0.0
23,7,B023,23,The Greek Interpreter,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,mrs_hudson,personagem,0,7017,0.7017,0.0
23,8,B023,23,The Greek Interpreter,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,baker_street,lugar,1,7017,0.7017,1.425
23,9,B023,23,The Greek Interpreter,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,london,lugar,6,7017,0.7017,8.551
23,10,B023,23,The Greek Interpreter,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,deduction,tema,2,7017,0.7017,2.85
23,11,B023,23,The Greek Interpreter,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,evidence,tema,0,7017,0.7017,0.0
23,12,B023,23,The Greek Interpreter,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,crime,tema,1,7017,0.7017,1.425
24,1,B024,24,The Naval Treaty,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,sherlock_holmes,personagem,67,12627,1.2627,53.061
24,2,B024,24,The Naval Treaty,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,dr_watson,personagem,18,12627,1.2627,14.255
24,3,B024,24,The Naval Treaty,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,professor_moriarty,personagem,0,12627,1.2627,0.0
24,4,B024,24,The Naval Treaty,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,mycroft_holmes,personagem,0,12627,1.2627,0.0
24,5,B024,24,The Naval Treaty,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,inspector_lestrade,personagem,0,12627,1.2627,0.0
24,6,B024,24,The Naval Treaty,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,irene_adler,personagem,0,12627,1.2627,0.0
24,7,B024,24,The Naval Treaty,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,mrs_hudson,personagem,2,12627,1.2627,1.584
24,8,B024,24,The Naval Treaty,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,baker_street,lugar,3,12627,1.2627,2.376
24,9,B024,24,The Naval Treaty,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,london,lugar,7,12627,1.2627,5.544
24,10,B024,24,The Naval Treaty,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,deduction,tema,1,12627,1.2627,0.792
24,11,B024,24,The Naval Treaty,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,evidence,tema,2,12627,1.2627,1.584
24,12,B024,24,The Naval Treaty,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,crime,tema,5,12627,1.2627,3.96
25,1,B025,25,The Final Problem,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,sherlock_holmes,personagem,31,7163,0.7163,43.278
25,2,B025,25,The Final Problem,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,dr_watson,personagem,22,7163,0.7163,30.713
25,3,B025,25,The Final Problem,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,professor_moriarty,personagem,20,7163,0.7163,27.921
25,4,B025,25,The Final Problem,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,mycroft_holmes,personagem,2,7163,0.7163,2.792
25,5,B025,25,The Final Problem,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,inspector_lestrade,personagem,0,7163,0.7163,0.0
25,6,B025,25,The Final Problem,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,irene_adler,personagem,0,7163,0.7163,0.0
25,7,B025,25,The Final Problem,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,mrs_hudson,personagem,0,7163,0.7163,0.0
25,8,B025,25,The Final Problem,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,baker_street,lugar,2,7163,0.7163,2.792
25,9,B025,25,The Final Problem,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,london,lugar,8,7163,0.7163,11.169
25,10,B025,25,The Final Problem,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,deduction,tema,0,7163,0.7163,0.0
25,11,B025,25,The Final Problem,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,evidence,tema,2,7163,0.7163,2.792
25,12,B025,25,The Final Problem,The Memoirs of Sherlock Holmes,1893,-0.5583333333333258,short_story,0,crime,tema,12,7163,0.7163,16.753
26,1,B026,26,The Adventure of the Empty House,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,sherlock_holmes,personagem,40,8699,0.8699,45.982
26,2,B026,26,The Adventure of the Empty House,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,dr_watson,personagem,22,8699,0.8699,25.29
26,3,B026,26,The Adventure of the Empty House,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,professor_moriarty,personagem,15,8699,0.8699,17.243
26,4,B026,26,The Adventure of the Empty House,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,mycroft_holmes,personagem,4,8699,0.8699,4.598
26,5,B026,26,The Adventure of the Empty House,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,inspector_lestrade,personagem,10,8699,0.8699,11.496
26,6,B026,26,The Adventure of the Empty House,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,irene_adler,personagem,0,8699,0.8699,0.0
26,7,B026,26,The Adventure of the Empty House,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,mrs_hudson,personagem,6,8699,0.8699,6.897
26,8,B026,26,The Adventure of the Empty House,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,baker_street,lugar,5,8699,0.8699,5.748
26,9,B026,26,The Adventure of the Empty House,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,london,lugar,14,8699,0.8699,16.094
26,10,B026,26,The Adventure of the Empty House,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,deduction,tema,0,8699,0.8699,0.0
26,11,B026,26,The Adventure of the Empty House,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,evidence,tema,5,8699,0.8699,5.748
26,12,B026,26,The Adventure of the Empty House,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,crime,tema,10,8699,0.8699,11.496
27,1,B027,27,The Adventure of the Norwood Builder,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,sherlock_holmes,personagem,64,9248,0.9248,69.204
27,2,B027,27,The Adventure of the Norwood Builder,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,dr_watson,personagem,23,9248,0.9248,24.87
27,3,B027,27,The Adventure of the Norwood Builder,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,professor_moriarty,personagem,1,9248,0.9248,1.081
27,4,B027,27,The Adventure of the Norwood Builder,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,mycroft_holmes,personagem,0,9248,0.9248,0.0
27,5,B027,27,The Adventure of the Norwood Builder,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,inspector_lestrade,personagem,51,9248,0.9248,55.147
27,6,B027,27,The Adventure of the Norwood Builder,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,irene_adler,personagem,0,9248,0.9248,0.0
27,7,B027,27,The Adventure of the Norwood Builder,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,mrs_hudson,personagem,0,9248,0.9248,0.0
27,8,B027,27,The Adventure of the Norwood Builder,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,baker_street,lugar,1,9248,0.9248,1.081
27,9,B027,27,The Adventure of the Norwood Builder,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,london,lugar,7,9248,0.9248,7.569
27,10,B027,27,The Adventure of the Norwood Builder,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,deduction,tema,0,9248,0.9248,0.0
27,11,B027,27,The Adventure of the Norwood Builder,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,evidence,tema,12,9248,0.9248,12.976
27,12,B027,27,The Adventure of the Norwood Builder,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,crime,tema,19,9248,0.9248,20.545
28,1,B028,28,The Adventure of the Dancing Men,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,sherlock_holmes,personagem,61,9706,0.9706,62.848
28,2,B028,28,The Adventure of the Dancing Men,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,dr_watson,personagem,13,9706,0.9706,13.394
28,3,B028,28,The Adventure of the Dancing Men,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,professor_moriarty,personagem,0,9706,0.9706,0.0
28,4,B028,28,The Adventure of the Dancing Men,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,mycroft_holmes,personagem,0,9706,0.9706,0.0
28,5,B028,28,The Adventure of the Dancing Men,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,inspector_lestrade,personagem,0,9706,0.9706,0.0
28,6,B028,28,The Adventure of the Dancing Men,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,irene_adler,personagem,0,9706,0.9706,0.0
28,7,B028,28,The Adventure of the Dancing Men,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,mrs_hudson,personagem,1,9706,0.9706,1.03
28,8,B028,28,The Adventure of the Dancing Men,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,baker_street,lugar,3,9706,0.9706,3.091
28,9,B028,28,The Adventure of the Dancing Men,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,london,lugar,6,9706,0.9706,6.182
28,10,B028,28,The Adventure of the Dancing Men,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,deduction,tema,0,9706,0.9706,0.0
28,11,B028,28,The Adventure of the Dancing Men,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,evidence,tema,6,9706,0.9706,6.182
28,12,B028,28,The Adventure of the Dancing Men,The Return of Sherlock Holmes,1903,0.4416666666666742,short_story,0,crime,tema,5,9706,0.9706,5.151
29,1,B029,29,The Adventure of the Solitary Cyclist,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,sherlock_holmes,personagem,49,7837,0.7837,62.524
29,2,B029,29,The Adventure of the Solitary Cyclist,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,dr_watson,personagem,14,7837,0.7837,17.864
29,3,B029,29,The Adventure of the Solitary Cyclist,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,professor_moriarty,personagem,0,7837,0.7837,0.0
29,4,B029,29,The Adventure of the Solitary Cyclist,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,mycroft_holmes,personagem,0,7837,0.7837,0.0
29,5,B029,29,The Adventure of the Solitary Cyclist,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,inspector_lestrade,personagem,0,7837,0.7837,0.0
29,6,B029,29,The Adventure of the Solitary Cyclist,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,irene_adler,personagem,0,7837,0.7837,0.0
29,7,B029,29,The Adventure of the Solitary Cyclist,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,mrs_hudson,personagem,0,7837,0.7837,0.0
29,8,B029,29,The Adventure of the Solitary Cyclist,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,baker_street,lugar,2,7837,0.7837,2.552
29,9,B029,29,The Adventure of the Solitary Cyclist,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,london,lugar,3,7837,0.7837,3.828
29,10,B029,29,The Adventure of the Solitary Cyclist,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,deduction,tema,0,7837,0.7837,0.0
29,11,B029,29,The Adventure of the Solitary Cyclist,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,evidence,tema,1,7837,0.7837,1.276
29,12,B029,29,The Adventure of the Solitary Cyclist,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,crime,tema,2,7837,0.7837,2.552
30,1,B030,30,The Adventure of the Priory School,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,sherlock_holmes,personagem,86,11471,1.1471,74.972
30,2,B030,30,The Adventure of the Priory School,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,dr_watson,personagem,28,11471,1.1471,24.409
30,3,B030,30,The Adventure of the Priory School,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,professor_moriarty,personagem,0,11471,1.1471,0.0
30,4,B030,30,The Adventure of the Priory School,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,mycroft_holmes,personagem,0,11471,1.1471,0.0
30,5,B030,30,The Adventure of the Priory School,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,inspector_lestrade,personagem,0,11471,1.1471,0.0
30,6,B030,30,The Adventure of the Priory School,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,irene_adler,personagem,0,11471,1.1471,0.0
30,7,B030,30,The Adventure of the Priory School,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,mrs_hudson,personagem,0,11471,1.1471,0.0
30,8,B030,30,The Adventure of the Priory School,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,baker_street,lugar,2,11471,1.1471,1.744
30,9,B030,30,The Adventure of the Priory School,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,london,lugar,3,11471,1.1471,2.615
30,10,B030,30,The Adventure of the Priory School,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,deduction,tema,0,11471,1.1471,0.0
30,11,B030,30,The Adventure of the Priory School,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,evidence,tema,1,11471,1.1471,0.872
30,12,B030,30,The Adventure of the Priory School,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,crime,tema,3,11471,1.1471,2.615
31,1,B031,31,The Adventure of Black Peter,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,sherlock_holmes,personagem,55,8123,0.8123,67.709
31,2,B031,31,The Adventure of Black Peter,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,dr_watson,personagem,11,8123,0.8123,13.542
31,3,B031,31,The Adventure of Black Peter,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,professor_moriarty,personagem,0,8123,0.8123,0.0
31,4,B031,31,The Adventure of Black Peter,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,mycroft_holmes,personagem,0,8123,0.8123,0.0
31,5,B031,31,The Adventure of Black Peter,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,inspector_lestrade,personagem,0,8123,0.8123,0.0
31,6,B031,31,The Adventure of Black Peter,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,irene_adler,personagem,0,8123,0.8123,0.0
31,7,B031,31,The Adventure of Black Peter,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,mrs_hudson,personagem,2,8123,0.8123,2.462
31,8,B031,31,The Adventure of Black Peter,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,baker_street,lugar,2,8123,0.8123,2.462
31,9,B031,31,The Adventure of Black Peter,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,london,lugar,9,8123,0.8123,11.08
31,10,B031,31,The Adventure of Black Peter,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,deduction,tema,0,8123,0.8123,0.0
31,11,B031,31,The Adventure of Black Peter,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,evidence,tema,4,8123,0.8123,4.924
31,12,B031,31,The Adventure of Black Peter,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,crime,tema,13,8123,0.8123,16.004
32,1,B032,32,The Adventure of Charles Augustus Milverton,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,sherlock_holmes,personagem,56,6727,0.6727,83.247
32,2,B032,32,The Adventure of Charles Augustus Milverton,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,dr_watson,personagem,17,6727,0.6727,25.271
32,3,B032,32,The Adventure of Charles Augustus Milverton,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,professor_moriarty,personagem,0,6727,0.6727,0.0
32,4,B032,32,The Adventure of Charles Augustus Milverton,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,mycroft_holmes,personagem,0,6727,0.6727,0.0
32,5,B032,32,The Adventure of Charles Augustus Milverton,The Return of Sherlock Holmes,1904,0.5416666666666743,short_story,0,inspector_lestrade,personagem,2,6727,0.6727,2.973
