fator,nivel,dezena,p_media,p_hdi95_inf,p_hdi95_sup,ocorr_esperadas_100_concursos_media,delta_100_media,delta_100_hdi95_inf,delta_100_hdi95_sup,prob_delta_100_maior_0,prob_abs_delta_100_gt_1,prob_abs_delta_100_gt_2,prob_abs_delta_100_gt_3,razao_media,razao_hdi95_inf,razao_hdi95_sup,contagem_observada,n_slots_nivel,abs_delta_100_media
faixa_temporal_tercil_concursos,inicial,11,0.014679563358216591,0.011642410583394465,0.017605268311155692,8.807738014929955,-1.6096678588744417,-3.578550551411827,0.6237051903547495,0.0636,0.7328,0.3752,0.0888,0.8480424981573442,0.6622127781089356,1.0498364611140527,88,6012,1.6096678588744417
faixa_temporal_tercil_concursos,recente,51,0.014169875598699358,0.01122723686613886,0.017214267936295487,8.501925359219614,-1.6016995663680647,-3.715850694366397,0.547398613988772,0.0764,0.7396,0.3616,0.0984,0.8441872944980547,0.6508493380970712,1.0573146809004959,85,6018,1.6016995663680647
faixa_temporal_tercil_concursos,recente,5,0.01535541100175501,0.012426253865855488,0.018451254380379187,9.213246601053006,-1.59730167455741,-3.669502624290858,0.623784994852241,0.0832,0.7216,0.3656,0.1016,0.8547539644894063,0.669422391514666,1.0531397915022567,92,6018,1.59730167455741
faixa_temporal_tercil_concursos,intermediária,52,0.019420849512296966,0.016322887456651947,0.023302918458626996,11.65250970737818,1.5090672839782322,-0.7991910737141207,3.9436193582832,0.8944,0.6596,0.3348,0.1188,1.1524936952960205,0.9085374303372475,1.3953474950088587,117,6012,1.5090672839782322
periodo_5_anos,2026-2030,34,0.005351458019499704,0.00011539433398759051,0.013426030163485344,3.2108748116998225,-7.455683814290056,-11.187608935163393,-2.466141908015083,0.0104,0.986,0.9696,0.9436,0.30233526681861794,0.005584953818786851,0.7555746233651287,1,312,7.455683814290056
periodo_5_anos,2026-2030,54,0.005442392700007116,0.00012056888950304456,0.012606788293776738,3.26543562000427,-7.079430794617685,-10.704886177790819,-2.4550698149395256,0.012,0.988,0.9688,0.9392,0.3164587570509181,0.007638846785590517,0.744195849683718,1,312,7.079430794617685
periodo_5_anos,2026-2030,27,0.029637395376793642,0.014583979506066434,0.046794200258740544,17.782437226076183,7.065449357979879,-2.118462679972338,17.249004894101937,0.9372,0.9336,0.8592,0.784,1.6642509845090163,0.8026302930296892,2.642051181438165,10,312,7.065449357979879
periodo_5_anos,2026-2030,25,0.005396843468563511,5.7583249640227084e-05,0.012760112724276351,3.2381060811381066,-6.565530598883339,-10.245822556300814,-1.8208052950598832,0.0164,0.9792,0.956,0.9272,0.33104648802388736,0.007000987195820795,0.7962263569979253,1,312,6.565530598883339
periodo_5_anos,2026-2030,6,0.027089544301505425,0.010907067798490037,0.043353712034497956,16.253726580903255,6.175281205133549,-2.712670881233336,16.811811288862582,0.9136,0.91,0.8056,0.7244,1.6179191643926256,0.7198908344849368,2.6777215724338523,9,312,6.175281205133549
periodo_5_anos,2026-2030,12,0.0054084928227293655,0.0002063998464550859,0.012968922204657148,3.2450956936376194,-6.043042123313973,-9.571378892895934,-1.2494426828214098,0.0248,0.9776,0.944,0.908,0.350385705196848,0.008969333265362095,0.8285299051846372,1,312,6.043042123313973
periodo_5_anos,2026-2030,11,0.007931924063820085,0.000731960249969332,0.01671928702741898,4.75915443829205,-5.658251435512346,-10.256965923685907,-0.16927121631949635,0.04,0.96,0.9128,0.858,0.4580421265758248,0.04615259274728573,0.9717825898065426,2,312,5.658251435512346
periodo_5_anos,2026-2030,15,0.024109303216593436,0.009975527567220543,0.03873289478946198,14.465581929956063,5.385713396425792,-2.5958979686831865,14.840279442557495,0.88,0.8848,0.7824,0.6696,1.5999729482158154,0.7144901165773836,2.69482853986164,8,312,5.385713396425792
periodo_5_anos,2026-2030,32,0.02668742503442427,0.013246641479021298,0.04382389235935193,16.012455020654563,5.305961167521993,-4.110506329519211,14.654729870207424,0.8728,0.8824,0.7648,0.6708,1.5002470147897558,0.7242913108026948,2.4852092671023014,9,312,5.305961167521993
periodo_5_anos,2026-2030,2,0.007952042765062384,0.0007663149609511745,0.016990943917863932,4.77122565903743,-5.10512299602198,-9.459154315462898,0.6574706504568213,0.0536,0.9444,0.8888,0.8116,0.48439948777548864,0.049092252658684596,1.0312458468603032,2,312,5.10512299602198
periodo_5_anos,2026-2030,60,0.02420877571433859,0.009776938995587226,0.038685344038421846,14.525265428603154,4.867856766520364,-4.051507320156154,13.638915652758278,0.8604,0.8732,0.7568,0.6436,1.5094660228761123,0.6241226218303876,2.4647831725272606,8,312,4.867856766520364
periodo_5_anos,2026-2030,9,0.024170151445032262,0.009321774292818738,0.039358264317187,14.502090867019357,4.849700553568501,-3.886266661083087,14.495376432988314,0.8552,0.8912,0.7676,0.6456,1.508023270543774,0.5416146410902801,2.471243699835993,8,312,4.849700553568501
periodo_analitico,implantacao_1996_1999,43,0.023896258615471344,0.016029651394958606,0.03234003782305355,14.337755169282806,3.8457897988406557,-0.8981223406891607,9.1730267837318,0.9408,0.8972,0.7492,0.6088,1.3710787252219065,0.8968674769266296,1.8741642840064743,29,1200,3.8457897988406557
periodo_analitico,implantacao_1996_1999,30,0.01109574437659475,0.005764300485444809,0.017064989337220223,6.65744662595685,-3.8402024536952375,-7.457971731642468,-0.2587263093889757,0.0316,0.9412,0.8424,0.7,0.6362568285821845,0.3284287526024053,0.9900047403718026,13,1200,3.8402024536952375
periodo_analitico,periodo_2024_2026,46,0.02358752925071978,0.01759940573816034,0.030544356311476926,14.152517550431869,3.611794770793579,-0.5992087286791764,7.4917697284664735,0.966,0.9144,0.7868,0.6008,1.3468728889859027,0.9379354411511199,1.7395756237193662,48,2022,3.611794770793579
periodo_analitico,periodo_2020_2023,24,0.0108561498937679,0.0072360667112876175,0.014806797690423965,6.51368993626074,-3.459293573680607,-5.891550596384824,-0.8626076040739727,0.0068,0.9644,0.862,0.6492,0.6551571427908223,0.4227192274639231,0.9008762717294866,29,2700,3.459293573680607
