fator,variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
ano,"z_delta[13,51]",0.0748714121934725,0.0702263405,1.017070134564687,0.9981657213842999,-1.5871416600000001,1.7158431899999997,1.0025814438340004,8585.20199340032,2640.851130190198
ano,"z_delta[14,51]",-0.11775941250783,-0.11992455,0.9986180221601613,0.9874644546899999,-1.75720545,1.539802935,1.003424463127389,8403.473374512041,2635.1939958409553
ano,"z_delta[15,51]",-0.0792017721476825,-0.0757151975,0.9796676496861307,0.9632129437979999,-1.7173563449999998,1.530243505,0.9996793060596499,7648.170129217547,2733.1885741875817
ano,"z_delta[16,51]",0.26175654617283,0.25746372500000003,1.001799185934752,0.991052242908,-1.4015248,1.8730543499999992,1.0013640130877277,5901.212324116319,2610.2224286508695
ano,"z_delta[17,51]",-0.121248718617975,-0.109259105,1.0023412027691576,1.028105804649,-1.77662172,1.5128457199999994,1.000788223435576,6047.950395746475,2684.8723873064505
ano,"z_delta[18,51]",-0.01286479977972675,-0.0027654370499999997,0.9969429093900734,1.0191387625286699,-1.6874367749999999,1.6289606699999997,1.0020625393306297,6163.22951902988,2379.253614684275
ano,"z_delta[19,51]",0.140243719675265,0.12744883499999998,0.9754768788832004,0.9764288031329998,-1.4681883999999998,1.7693827349999995,1.0024995752803827,6660.329032673472,2744.999639194124
ano,"z_delta[20,51]",0.11660179563708,0.108240715,0.9582063990314749,0.960594509112,-1.477465305,1.6937033449999972,1.0039861846382638,6329.952973596044,2702.534837852708
ano,"z_delta[21,51]",-0.01377918082608325,-0.026384667,1.0024794064974079,1.0360891727298,-1.64453096,1.6619161999999994,1.003878516416348,6627.952233112521,3009.4722605381335
ano,"z_delta[22,51]",-0.2043011254282375,-0.18997998500000002,0.9821346663483408,0.979122791115,-1.801610705,1.4358358849999993,1.0002859981662526,5646.195084194092,2925.381864801725
ano,"z_delta[23,51]",-0.0480098210490925,-0.03270385,0.98016462732142,0.96736395693,-1.6341351399999997,1.5640792799999992,1.0005019933675985,7714.640724700562,3051.902949692918
ano,"z_delta[24,51]",-0.027665656705175,-0.030177574999999998,0.9690652807313224,0.966620937114,-1.61194935,1.5857452100000002,1.0017440386036631,8642.622333921332,3036.3357803324175
ano,"z_delta[25,51]",-0.2112456185518775,-0.22434016,1.0322740529749104,1.0067309899499999,-1.8897085550000001,1.4771953449999988,1.0007858100538103,5371.290804991623,2643.1525764760745
ano,"z_delta[26,51]",0.05173879634354825,0.060529421,1.004847317350928,0.9890351063039999,-1.586253355,1.7298788199999993,1.0012095144958995,6333.629830823406,2921.731254830727
ano,"z_delta[27,51]",-4.081492781750009e-4,-0.0125416665,0.9940159219285449,1.0121718776841,-1.6019682149999999,1.638772535,1.0024370558808458,6292.796043589303,2906.753025299791
ano,"z_delta[28,51]",-0.06535249930481375,-0.0660285685,0.9532071772053108,0.9662352290871,-1.627130765,1.4584322799999994,1.000927113702504,6992.849170052686,2890.4428117718135
ano,"z_delta[29,51]",-0.0825815748174825,-0.09517746199999999,0.9911950330978234,0.968931413541,-1.69415176,1.5555850999999996,1.0034809151731066,6610.950379099969,2665.832749365291
ano,"z_delta[30,51]",0.03961082652717,0.038453065,0.9608393985774821,0.9426042404099999,-1.5527946449999999,1.554913454999999,1.0024743931860554,7905.406328918924,2753.8209018547354
ano,"z_delta[31,51]",-0.062575567850015,-0.048925668000000005,0.9609057684349951,0.9891582985031999,-1.698718025,1.4678121449999986,1.0001927036623408,7014.033890029161,3071.181460796331
ano,"z_delta[1,52]",0.014080668183067498,0.0030671634500000003,0.9710248866210225,0.965643243957,-1.5478609449999998,1.5892997999999996,1.0005307457442523,6242.935170931562,2828.6176612146214
ano,"z_delta[2,52]",0.006405372173297499,-0.0089204857,0.9827014141752394,0.9610256036761798,-1.585445385,1.633820454999999,1.0038404287470168,8767.761682565673,2724.3343845117247
ano,"z_delta[3,52]",0.019724342084565,0.031623985,0.97101667326506,0.9511620967169999,-1.60196033,1.6401335949999991,1.0006304448958863,6435.853263992049,2686.033412330151
ano,"z_delta[4,52]",0.0524389186142975,0.063393903,1.0030068599028297,1.00764397503,-1.636542685,1.7042076399999986,1.0035507262225454,7415.942305779354,2802.2933076533104
ano,"z_delta[5,52]",-0.07109718735501,-0.07043999249999999,0.9865553385442787,0.9675210643454999,-1.7008210699999997,1.5884764599999979,1.0007597330363869,7019.368844429158,3117.1562557884986
ano,"z_delta[6,52]",-0.064120757636025,-0.07255718550000001,0.9940674365512756,0.9611712041882998,-1.7278495649999999,1.5938525299999997,1.0010291486030576,6887.987903152187,2512.664427017464
ano,"z_delta[7,52]",0.06709662775311075,0.0746278385,0.9651857694608723,0.964036424316,-1.552091775,1.6465901299999972,1.0024044154708995,6007.03605780277,2816.3939136386825
ano,"z_delta[8,52]",0.016861675244082497,0.027426517999999997,0.9850586634278014,0.973746431322,-1.609661705,1.603804585,0.9998344335575738,8163.108612025272,2918.743562338084
ano,"z_delta[9,52]",-0.038425840247171,-0.052290808999999994,1.00640109434316,1.0366914226409998,-1.63323143,1.6171713599999997,1.001099822755227,6590.029088253663,2240.4341596717168
ano,"z_delta[10,52]",-0.107296425348385,-0.1165292,0.9433928861291023,0.936372309222,-1.691748835,1.446517655,1.0016009991153756,6602.869465649162,3069.635277753862
ano,"z_delta[11,52]",-0.0707279480196,-0.0712449225,0.9822848437039903,0.972757981902,-1.6469778549999998,1.5162452599999998,1.0041436560958947,6358.145910755826,2569.637883865978
ano,"z_delta[12,52]",0.03752831518488,0.02844083,1.0083962252920258,1.0260690754859998,-1.639099755,1.6864001799999981,1.000189793705959,8319.97781410987,2659.1501407987284
ano,"z_delta[13,52]",0.02029326356158275,0.015375459000000001,1.0076731057654011,1.0096099975164001,-1.6214221199999999,1.6653735199999988,1.001112323091946,7065.270004062777,2692.0354902957883
ano,"z_delta[14,52]",0.03529525259348,0.0425807635,0.9822146261746224,0.9834429837329999,-1.62679127,1.6422998949999996,1.0006461623364278,8268.309508005934,2990.3423617744807
ano,"z_delta[15,52]",0.091395641359005,0.072414476,0.9922166724876478,0.9908022557916,-1.5388056200000002,1.7186581299999997,1.0002969395456698,6657.511486893217,2889.0822278474475
ano,"z_delta[16,52]",0.0650359006929625,0.0778546915,0.9813615407545875,1.0030972337189998,-1.5369501349999999,1.6414423749999996,1.002524365135169,6150.367499403141,3053.049807472268
ano,"z_delta[17,52]",0.12912694596176,0.13385286000000002,0.9957841241310209,1.007152759998,-1.48893452,1.8112679599999995,1.0010200640180253,6811.640817469931,2842.4399997756095
ano,"z_delta[18,52]",0.0650466909690675,0.048933286,0.9591433253424654,0.9382472778294,-1.538528265,1.6303826949999989,1.0000361072058015,6470.685183584789,2974.2666679413633
ano,"z_delta[19,52]",-0.106144370469682,-0.112071935,1.0071129576962519,0.9849503357399999,-1.743818535,1.5716681249999993,1.0012236772934218,7270.682715849582,2719.7000551792553
ano,"z_delta[20,52]",-0.0040974266808375005,-0.0051528645,0.9694468248208576,1.0025088713219998,-1.619923855,1.568529795,1.0032512910759954,6639.688407832904,2917.170747960604
ano,"z_delta[21,52]",-0.099635916945985,-0.097432117,1.0026905747553745,1.016534571255,-1.74204688,1.5404223499999994,1.002246675515244,7048.802735889949,2668.437607379409
ano,"z_delta[22,52]",0.147626075781205,0.149225355,1.0093741649591026,1.0158377937329999,-1.49585696,1.8072438349999993,1.002026517165876,6647.875583533998,2714.1954349335424
ano,"z_delta[23,52]",-0.0731324195847078,-0.0602007145,0.9748712524115336,0.948120439035,-1.715239,1.530708424999999,1.0065093420235556,7516.856506780503,2572.588601224865
ano,"z_delta[24,52]",-0.0979448730721925,-0.11294923500000001,0.9908812295745776,0.983581317726,-1.68948022,1.5263097749999996,1.0020135036054787,6158.97690075652,2396.353911903232
ano,"z_delta[25,52]",-0.01392093922647525,-0.00956806145,0.994329224596369,0.9694230585269998,-1.65474596,1.6218833799999999,1.0020257150753324,8261.737258501003,2753.3013343713633
ano,"z_delta[26,52]",-0.1277785109754265,-0.13805642499999998,0.9927985554026171,0.9877463191889999,-1.765137905,1.5214842399999997,1.0015771751267002,7030.099185455837,2790.04825620903
ano,"z_delta[27,52]",-0.010698763900997499,-0.0189127095,1.0156116951819858,0.9938903470229999,-1.685310685,1.6461566199999997,1.0003074210291867,7538.567332467103,2636.8901436439187
ano,"z_delta[28,52]",-0.0251444959291425,-0.023205346,0.971510737249363,0.9634547410319999,-1.59756353,1.5727230699999997,1.0020902596330745,5769.505807284668,2798.6623197573304
